customerID,tenure_band,spend_tier,is_at_risk,revenue_at_risk
3198-VELRD,0-10,70-90,0,0.0
8540-ZQGEA,50+,10-30,0,0.0
1320-REHCS,50+,90+,0,0.0
4137-JOPHL,50+,70-90,0,0.0
9436-ZBZCT,10-20,70-90,0,0.0
7801-CEDNV,20-30,30-50,0,0.0
2057-BOYKM,50+,90+,0,0.0
3658-QQJYD,50+,70-90,0,0.0
1803-BGNBD,10-20,50-70,0,0.0
0134-XWXCE,40-50,70-90,0,0.0
6950-TWMYB,50+,70-90,0,0.0
5848-FHRFC,50+,10-30,0,0.0
2243-FNMMI,20-30,10-30,0,0.0
2511-MORQY,50+,50-70,0,0.0
5356-KZCKT,50+,10-30,0,0.0
9470-XCCEM,30-40,70-90,0,0.0
6519-CFDBX,0-10,30-50,0,0.0
3902-MIVLE,50+,70-90,0,0.0
0409-WTMPL,50+,90+,0,0.0
8763-KIAFH,20-30,10-30,0,0.0
3669-WHAFY,50+,90+,0,0.0
3055-VTCGS,50+,50-70,0,0.0
3144-KMTWZ,50+,90+,0,0.0
7279-BUYWN,40-50,90+,0,0.0
7156-MHUGY,10-20,90+,0,0.0
7198-GLXTC,0-10,70-90,0,0.0
2007-QVGAW,50+,10-30,0,0.0
5207-PLSTK,0-10,30-50,0,0.0
2307-FYNNL,50+,90+,0,0.0
5605-XNWEN,50+,10-30,0,0.0
2155-AMQRX,20-30,50-70,0,0.0
6181-AXXYF,50+,10-30,0,0.0
5091-HFAZW,0-10,90+,1,91.15
0516-VRYBW,10-20,10-30,0,0.0
2519-LBNQL,50+,90+,0,0.0
8623-ULFNQ,20-30,50-70,0,0.0
8380-PEFPE,0-10,70-90,0,0.0
5687-DKDTV,0-10,10-30,0,0.0
1568-LJSZU,50+,90+,0,0.0
7530-HDYDS,30-40,70-90,0,0.0
7789-HKSBS,40-50,90+,0,0.0
7416-CKTEP,50+,10-30,0,0.0
2586-CWXVV,50+,30-50,0,0.0
3096-IZETN,10-20,70-90,0,0.0
2348-KCJLT,40-50,50-70,0,0.0
8401-EMUWF,40-50,50-70,0,0.0
4193-IBKSW,50+,10-30,0,0.0
5377-NDTOU,50+,90+,0,0.0
5922-ABDVO,10-20,70-90,0,0.0
2474-LCNUE,20-30,70-90,0,0.0
0839-QNXME,30-40,10-30,0,0.0
3506-OVLKD,30-40,10-30,0,0.0
9172-ANCRX,10-20,90+,0,0.0
6650-VJONK,0-10,30-50,0,0.0
2178-PMGCJ,20-30,50-70,0,0.0
7492-TAFJD,0-10,30-50,0,0.0
2773-MADBQ,30-40,50-70,0,0.0
6016-LVTJQ,30-40,10-30,0,0.0
7860-KSUGX,50+,50-70,0,0.0
8966-KZXXA,30-40,10-30,0,0.0
6910-HADCM,0-10,70-90,0,0.0
4816-LXZYW,20-30,70-90,0,0.0
9606-PBKBQ,30-40,70-90,0,0.0
5149-QYTTU,50+,90+,0,0.0
2070-XYMFH,20-30,70-90,0,0.0
2085-BOJKI,10-20,90+,0,0.0
0817-HSUSE,0-10,70-90,0,0.0
5442-PPTJY,10-20,10-30,0,0.0
1927-QEWMY,50+,10-30,0,0.0
1663-MHLHE,0-10,10-30,0,0.0
5663-QBGIS,50+,90+,0,0.0
4450-MDZFX,50+,70-90,0,0.0
6701-DHKWQ,50+,50-70,0,0.0
7554-AKDQF,0-10,30-50,0,0.0
3536-IQCTX,30-40,70-90,0,0.0
4911-BANWH,30-40,70-90,0,0.0
8496-EJAUI,10-20,70-90,0,0.0
0794-YVSGE,50+,10-30,0,0.0
5423-BHIXO,30-40,50-70,0,0.0
6908-VVYHM,50+,90+,0,0.0
2959-EEXWB,40-50,50-70,0,0.0
1839-UMACK,40-50,10-30,0,0.0
3030-YDNRM,0-10,70-90,1,74.85
7321-KKSDU,30-40,10-30,0,0.0
3402-XRIUO,20-30,50-70,0,0.0
3132-TVFDZ,50+,30-50,0,0.0
8286-AFUYI,0-10,30-50,0,0.0
8080-DDEMJ,0-10,30-50,0,0.0
8356-WUAOJ,0-10,30-50,0,0.0
6365-MTGZX,20-30,90+,0,0.0
1349-WXNGG,0-10,10-30,0,0.0
8058-DMYRU,50+,90+,0,0.0
9350-ZXYJC,0-10,10-30,0,0.0
6990-YNRIO,50+,90+,0,0.0
8958-JPTRR,50+,10-30,0,0.0
6959-GQEGV,40-50,70-90,0,0.0
3173-WSSUE,50+,10-30,0,0.0
1265-HVPZB,50+,50-70,0,0.0
4115-UMJFQ,50+,30-50,0,0.0
7369-TRPFD,10-20,10-30,0,0.0
1098-KFQEC,50+,10-30,0,0.0
7190-XHTWJ,30-40,10-30,0,0.0
0621-TWIEM,10-20,30-50,0,0.0
3537-RYBHH,40-50,50-70,0,0.0
2485-ITVKB,0-10,30-50,0,0.0
3669-OYSJI,0-10,30-50,0,0.0
1612-EOHDH,0-10,30-50,0,0.0
6702-OHFWR,0-10,30-50,0,0.0
5296-BFCYD,40-50,10-30,0,0.0
4510-PYUSH,30-40,50-70,0,0.0
9359-JANWS,50+,50-70,0,0.0
7517-SAWMO,10-20,70-90,0,0.0
4143-HHPMK,50+,70-90,0,0.0
3279-DYZQM,50+,10-30,0,0.0
7054-LGEQW,0-10,30-50,0,0.0
0523-VNGTF,50+,50-70,0,0.0
9575-IWCAZ,0-10,10-30,0,0.0
7105-MXJLL,20-30,50-70,0,0.0
7064-FRRSW,40-50,90+,0,0.0
7940-UQQUG,50+,90+,0,0.0
0923-PNFUB,0-10,70-90,0,0.0
3961-SXAXY,0-10,30-50,0,0.0
7010-BRBUU,50+,10-30,0,0.0
3566-HJGPK,0-10,30-50,0,0.0
3062-ICYZQ,50+,90+,0,0.0
9938-PRCVK,40-50,10-30,0,0.0
0973-KYVNF,50+,70-90,0,0.0
5129-HHMZC,40-50,70-90,0,0.0
9637-CDTKZ,50+,90+,0,0.0
3946-JEWRQ,40-50,90+,0,0.0
7873-CVMAW,50+,70-90,0,0.0
0463-WZZKO,0-10,10-30,0,0.0
3494-JCHRQ,0-10,70-90,0,0.0
6474-FVJLC,0-10,70-90,0,0.0
4524-QCSSM,20-30,30-50,0,0.0
5832-EXGTT,20-30,50-70,0,0.0
8840-DQLGN,30-40,90+,0,0.0
2039-JONDJ,20-30,50-70,0,0.0
7217-JYHOQ,20-30,70-90,0,0.0
6695-FRVEC,50+,50-70,0,0.0
4547-LYTDD,10-20,70-90,0,0.0
9894-QMIMJ,20-30,50-70,0,0.0
8069-YQQAJ,10-20,30-50,0,0.0
6770-XUAGN,0-10,10-30,0,0.0
4193-ORFCL,0-10,30-50,0,0.0
1636-NTNCO,0-10,50-70,0,0.0
3466-WAESX,10-20,50-70,0,0.0
9281-PKKZE,40-50,30-50,0,0.0
3638-VBZTA,50+,70-90,0,0.0
7459-IMVYU,30-40,50-70,0,0.0
7776-QWNFX,30-40,50-70,0,0.0
6689-TCZHQ,0-10,70-90,0,0.0
8563-OYMQY,10-20,90+,0,0.0
0754-EEBDC,0-10,10-30,0,0.0
5777-ZPQNC,10-20,10-30,0,0.0
1951-IEYXM,50+,90+,0,0.0
3318-NMQXL,0-10,90+,1,92.0
3143-ILDAL,50+,90+,0,0.0
1022-RKXDR,40-50,10-30,0,0.0
2361-FJWNO,40-50,30-50,0,0.0
2272-UOINI,0-10,70-90,0,0.0
8232-UTFOZ,50+,10-30,0,0.0
3750-YHRYO,0-10,10-30,0,0.0
6637-KYRCV,0-10,30-50,0,0.0
5668-MEISB,50+,90+,0,0.0
0129-QMPDR,40-50,10-30,0,0.0
7188-CBBBA,50+,90+,0,0.0
5356-CSVSQ,0-10,50-70,0,0.0
3221-CJMSG,20-30,50-70,0,0.0
4720-VSTSI,40-50,70-90,0,0.0
3219-JQRSL,50+,70-90,0,0.0
2801-NISEI,20-30,50-70,0,0.0
3946-MHCZW,0-10,50-70,0,0.0
4623-ZKHLY,20-30,10-30,0,0.0
6732-VAILE,50+,70-90,0,0.0
8201-AAXCB,20-30,50-70,0,0.0
7696-CFTAT,30-40,10-30,0,0.0
1845-CSBRZ,20-30,70-90,0,0.0
2123-VSCOT,50+,70-90,0,0.0
6651-AZVTJ,40-50,90+,0,0.0
4566-GOLUK,40-50,90+,0,0.0
2484-DGXPZ,30-40,10-30,0,0.0
2018-QKYGT,0-10,70-90,1,81.05
2792-VPPET,0-10,10-30,0,0.0
7409-JURKQ,50+,90+,0,0.0
3247-MHJKM,0-10,10-30,0,0.0
1964-SVLEA,20-30,10-30,0,0.0
4587-NUKOX,0-10,70-90,0,0.0
7297-DVYGA,50+,10-30,0,0.0
2239-CGBUZ,50+,50-70,0,0.0
0854-UYHZD,10-20,10-30,0,0.0
7243-LCGGZ,0-10,10-30,0,0.0
8267-KFGYD,0-10,10-30,0,0.0
4890-VMUAV,50+,70-90,0,0.0
9261-WDCAF,0-10,50-70,0,0.0
3764-MNMOI,40-50,10-30,0,0.0
7442-YGZFK,0-10,30-50,0,0.0
0420-BWTPW,0-10,10-30,0,0.0
8229-BUJHX,50+,10-30,0,0.0
7449-HVPIV,50+,90+,0,0.0
5504-WSIUR,50+,90+,0,0.0
8183-ONMXC,0-10,70-90,0,0.0
8466-PZBLH,50+,90+,0,0.0
9614-RMGHA,50+,90+,0,0.0
8735-IJJEG,10-20,50-70,0,0.0
0564-MUUQK,20-30,90+,0,0.0
5054-IEXZT,0-10,70-90,0,0.0
5834-ASPWA,0-10,70-90,0,0.0
0701-RFGFI,40-50,90+,0,0.0
0019-EFAEP,50+,90+,0,0.0
5619-PTMIK,40-50,50-70,0,0.0
3737-XBQDD,20-30,70-90,0,0.0
5882-CMAZQ,0-10,30-50,0,0.0
5846-QFDFI,30-40,70-90,0,0.0
4445-KWOKW,40-50,50-70,0,0.0
3511-APPBJ,20-30,90+,0,0.0
7967-HYCDE,0-10,70-90,0,0.0
2430-RRYUW,50+,50-70,0,0.0
3948-XHGNA,20-30,30-50,0,0.0
3723-BFBGR,20-30,50-70,0,0.0
0565-IYCGT,50+,70-90,0,0.0
5447-WZAFP,50+,90+,0,0.0
5110-CHOPY,50+,50-70,0,0.0
5445-UTODQ,0-10,70-90,0,0.0
4425-OWHWB,20-30,10-30,0,0.0
7892-QVYKW,20-30,70-90,0,0.0
9675-ICXCT,50+,70-90,0,0.0
1024-VRZHF,10-20,70-90,0,0.0
4703-MQYKT,20-30,10-30,0,0.0
9497-QCMMS,0-10,90+,0,0.0
5692-ICXLW,30-40,90+,0,0.0
0602-DDUML,50+,50-70,0,0.0
2208-MPXIO,40-50,10-30,0,0.0
1960-UYCNN,10-20,90+,1,95.25
0348-SDKOL,50+,90+,0,0.0
3190-FZATL,10-20,10-30,0,0.0
7336-RLLRH,20-30,70-90,0,0.0
4373-MAVJG,10-20,90+,0,0.0
8901-HJXTF,10-20,10-30,0,0.0
7710-JSYOA,50+,90+,0,0.0
5419-KLXBN,20-30,70-90,0,0.0
3424-NMNBO,50+,90+,0,0.0
9885-MFVSU,30-40,30-50,0,0.0
4514-GFCFI,10-20,70-90,0,0.0
0607-MVMGC,40-50,70-90,0,0.0
3365-SAIGS,10-20,70-90,0,0.0
9828-AOQLM,0-10,30-50,0,0.0
8022-BECSI,20-30,10-30,0,0.0
8000-REIQB,0-10,50-70,0,0.0
9993-LHIEB,50+,50-70,0,0.0
0266-CLZKZ,50+,90+,0,0.0
7615-ESMYF,0-10,30-50,0,0.0
3858-VOBET,20-30,70-90,0,0.0
7020-OZKXZ,0-10,70-90,0,0.0
3977-QCRSL,0-10,10-30,0,0.0
0017-DINOC,50+,30-50,0,0.0
1447-PJGGA,50+,90+,0,0.0
8565-CLBZW,20-30,70-90,0,0.0
9139-WQQDY,40-50,90+,0,0.0
0224-HJAPT,0-10,30-50,0,0.0
8086-OVPWV,0-10,70-90,0,0.0
9430-FRQOC,0-10,70-90,0,0.0
7639-OPLNG,50+,70-90,0,0.0
3074-GQWYX,0-10,70-90,0,0.0
1492-QGCLU,50+,70-90,0,0.0
6845-RGTYS,40-50,90+,0,0.0
7328-OWMOM,30-40,10-30,0,0.0
4418-LZMSV,10-20,50-70,0,0.0
5155-AZQPB,20-30,30-50,0,0.0
8861-HGGKB,10-20,70-90,0,0.0
1087-GRUYI,30-40,10-30,0,0.0
7065-YUNRY,0-10,30-50,0,0.0
7694-VLBWQ,50+,90+,0,0.0
2546-KZAAT,50+,70-90,0,0.0
0181-RITDD,50+,90+,0,0.0
5989-PGKJB,10-20,70-90,0,0.0
4795-KTRTH,0-10,70-90,0,0.0
8272-ONJLV,10-20,90+,0,0.0
1488-PBLJN,50+,90+,0,0.0
0308-GIQJT,50+,90+,0,0.0
3778-FOAQW,20-30,10-30,0,0.0
4452-ROHMO,10-20,10-30,0,0.0
6481-OGDOO,50+,90+,0,0.0
3090-LETTY,0-10,50-70,0,0.0
5349-AZPEW,0-10,10-30,0,0.0
3753-TSEMP,10-20,70-90,0,0.0
8305-VHZBZ,0-10,10-30,0,0.0
9720-JJJOR,40-50,50-70,0,0.0
8100-HZZLJ,40-50,50-70,0,0.0
8775-ERLNB,0-10,70-90,1,74.3
8309-IEYJD,0-10,70-90,0,0.0
9172-JITSM,20-30,90+,0,0.0
6298-QDFNH,20-30,70-90,0,0.0
7398-HPYZQ,50+,90+,0,0.0
3546-GHEAE,0-10,10-30,0,0.0
7361-YPXFS,20-30,50-70,0,0.0
6557-BZXLQ,10-20,50-70,0,0.0
2550-QHZGP,0-10,10-30,0,0.0
7519-JTWQH,50+,90+,0,0.0
2538-OIMXF,0-10,10-30,0,0.0
8543-MSDMF,0-10,70-90,0,0.0
9961-JBNMK,20-30,90+,0,0.0
1170-SASML,50+,70-90,0,0.0
4872-JCVCA,50+,30-50,0,0.0
5346-BZCHP,50+,10-30,0,0.0
2038-LLMLM,40-50,90+,0,0.0
6173-ITPWD,40-50,70-90,0,0.0
9734-UYXQI,0-10,30-50,0,0.0
1216-BGTSP,40-50,90+,0,0.0
4138-NAXED,50+,70-90,0,0.0
2189-UXTKY,20-30,70-90,0,0.0
0744-BIKKF,50+,70-90,0,0.0
7483-IQWIB,30-40,90+,0,0.0
5248-KWLAR,50+,90+,0,0.0
4958-GZWIY,0-10,30-50,0,0.0
7996-MHXLW,50+,10-30,0,0.0
7833-PKIHD,50+,70-90,0,0.0
7061-OVMIM,30-40,10-30,0,0.0
5153-RTHKF,30-40,70-90,0,0.0
1852-QSWCD,50+,10-30,0,0.0
4832-VRBMR,50+,90+,0,0.0
9079-LWTFD,40-50,90+,0,0.0
6356-ELRKD,0-10,90+,0,0.0
8624-GIOUT,40-50,50-70,0,0.0
3392-EHMNK,50+,90+,0,0.0
5986-WWXDV,30-40,10-30,0,0.0
3061-BCKYI,10-20,10-30,0,0.0
6179-GJPSO,40-50,90+,0,0.0
7901-TBKJX,50+,90+,0,0.0
7228-PAQPD,10-20,50-70,0,0.0
3177-LASXD,0-10,70-90,0,0.0
7746-QYVCO,10-20,50-70,0,0.0
5804-HYIEZ,50+,90+,0,0.0
9919-FZDED,50+,70-90,0,0.0
5934-TSSAU,20-30,70-90,0,0.0
3486-KHMLI,20-30,10-30,0,0.0
4897-QSUYC,0-10,10-30,0,0.0
1084-UQCHV,0-10,50-70,0,0.0
8290-YWKHZ,30-40,90+,0,0.0
2955-BJZHG,10-20,70-90,0,0.0
3806-DXQOM,0-10,30-50,0,0.0
6784-XYJAE,30-40,50-70,0,0.0
3933-DQPWX,50+,30-50,0,0.0
6661-EIPZC,40-50,10-30,0,0.0
8957-THMOA,50+,10-30,0,0.0
2251-PYLPB,50+,70-90,0,0.0
5555-RNPGT,10-20,10-30,0,0.0
1057-FOGLZ,10-20,10-30,0,0.0
9300-RENDD,0-10,70-90,0,0.0
0761-AETCS,0-10,10-30,0,0.0
8087-LGYHQ,0-10,90+,1,94.05
4137-BTIKL,0-10,90+,0,0.0
2190-BCXEC,40-50,70-90,0,0.0
6227-FBDXH,50+,90+,0,0.0
2153-MREFK,30-40,90+,0,0.0
2911-WDXMV,10-20,70-90,0,0.0
7206-PQBBZ,10-20,70-90,1,70.2
3106-ULWFW,0-10,70-90,0,0.0
0925-VYDLG,0-10,70-90,0,0.0
4547-FZJWE,50+,50-70,0,0.0
7422-WNBTY,30-40,90+,0,0.0
0842-IWYCP,40-50,30-50,0,0.0
3521-HTQTV,30-40,10-30,0,0.0
3744-ZBHON,0-10,10-30,0,0.0
3373-DIUUN,30-40,10-30,0,0.0
8383-SGHJU,30-40,50-70,0,0.0
7607-QKKTJ,40-50,90+,0,0.0
7707-PYBBH,40-50,50-70,0,0.0
8984-HPEMB,50+,90+,0,0.0
4349-GFQHK,0-10,50-70,0,0.0
4139-DETXS,50+,50-70,0,0.0
9779-DPNEJ,20-30,70-90,0,0.0
9805-FILKB,40-50,10-30,0,0.0
5793-YOLJN,50+,10-30,0,0.0
0673-IGUQO,0-10,10-30,0,0.0
4123-FCVCB,10-20,70-90,0,0.0
8819-IMISP,30-40,70-90,0,0.0
7802-EFKNY,0-10,10-30,0,0.0
8311-UEUAB,50+,70-90,0,0.0
5858-EAFCZ,0-10,30-50,0,0.0
8035-BUYVG,40-50,30-50,0,0.0
1163-ONYEY,40-50,70-90,0,0.0
9787-XVQIU,0-10,70-90,0,0.0
8945-MUQUF,50+,90+,0,0.0
5656-MJEFC,40-50,30-50,0,0.0
6082-OQFBA,20-30,10-30,0,0.0
8051-HJRLT,0-10,70-90,0,0.0
8974-OVACP,0-10,10-30,0,0.0
4010-YLMVT,50+,90+,0,0.0
1379-FRVEB,10-20,90+,0,0.0
8612-GXIDD,10-20,10-30,0,0.0
6288-CHQJB,50+,50-70,0,0.0
8160-HOWOX,0-10,50-70,0,0.0
3023-GFLBR,30-40,70-90,0,0.0
6648-INWPS,10-20,10-30,0,0.0
4223-BKEOR,20-30,50-70,0,0.0
4079-VTGLK,30-40,70-90,0,0.0
1763-WQFUK,0-10,50-70,0,0.0
1391-UBDAR,10-20,70-90,1,72.9
8894-JVDCV,50+,90+,0,0.0
2023-VQFDL,10-20,10-30,0,0.0
1345-GKDZZ,0-10,10-30,0,0.0
2014-MKGMH,40-50,90+,0,0.0
5628-FCGYG,20-30,70-90,0,0.0
2560-WBWXF,50+,10-30,0,0.0
0248-IPDFW,0-10,50-70,0,0.0
7978-DKUQH,20-30,70-90,0,0.0
4335-UPJSI,20-30,10-30,0,0.0
0524-IAVZO,30-40,70-90,0,0.0
2737-YNGYW,0-10,70-90,0,0.0
1784-EZDKJ,50+,90+,0,0.0
9297-FVVDH,50+,70-90,0,0.0
8007-YYPWD,10-20,10-30,0,0.0
7101-HRBLJ,50+,70-90,0,0.0
5159-YFPKQ,0-10,70-90,0,0.0
6635-CPNUN,20-30,90+,0,0.0
4021-RQSNY,20-30,90+,0,0.0
5453-YBTWV,50+,90+,0,0.0
5039-LZRQT,10-20,10-30,0,0.0
2931-VUVJN,50+,90+,0,0.0
9061-TIHDA,10-20,90+,0,0.0
8699-ASUFO,0-10,70-90,0,0.0
6418-PIQSP,50+,70-90,0,0.0
8220-OCUFY,20-30,50-70,0,0.0
3995-WFCSM,0-10,50-70,0,0.0
1895-QTKDO,0-10,30-50,0,0.0
2038-OEQZH,0-10,70-90,1,86.05
1178-PZGAB,10-20,10-30,0,0.0
7927-AUXBZ,30-40,70-90,0,0.0
2626-VEEWG,50+,10-30,0,0.0
2878-RMWXY,50+,90+,0,0.0
1657-DYMBM,50+,10-30,0,0.0
7311-MQJCH,0-10,10-30,0,0.0
7375-WMVMT,50+,90+,0,0.0
1136-XGEQU,50+,70-90,0,0.0
2530-FMFXO,50+,90+,0,0.0
6844-DZKRF,0-10,50-70,0,0.0
4695-WJZUE,0-10,70-90,0,0.0
7619-ODSGN,20-30,50-70,0,0.0
5970-GHJAW,40-50,10-30,0,0.0
8879-XUAHX,50+,90+,0,0.0
3689-MOZGR,20-30,30-50,0,0.0
4195-PNGZS,50+,10-30,0,0.0
5003-XZWWO,50+,70-90,0,0.0
3988-RQIXO,0-10,90+,0,0.0
7622-FWGEW,50+,70-90,0,0.0
6922-NCEDI,50+,10-30,0,0.0
2514-GINMM,0-10,70-90,0,0.0
9891-NQDBD,20-30,10-30,0,0.0
6131-IUNXN,10-20,10-30,0,0.0
8548-AWOFC,50+,50-70,0,0.0
9798-DRYDS,10-20,50-70,0,0.0
8532-UEFWH,50+,10-30,0,0.0
6296-DDOOR,10-20,50-70,0,0.0
7951-VRDVK,30-40,70-90,0,0.0
5931-FLJJF,0-10,70-90,0,0.0
4815-YOSUK,50+,90+,0,0.0
2659-VXMWZ,50+,90+,0,0.0
0380-NEAVX,30-40,90+,0,0.0
3207-OYBWH,50+,90+,0,0.0
4285-GYRQC,0-10,70-90,0,0.0
7216-EWTRS,0-10,90+,0,0.0
4365-MSDYN,0-10,10-30,0,0.0
7036-TYDEC,50+,90+,0,0.0
5802-ADBRC,50+,90+,0,0.0
8076-FEZKJ,10-20,10-30,0,0.0
5197-YPYBZ,10-20,10-30,0,0.0
8337-MSSXB,10-20,70-90,0,0.0
4312-GVYNH,50+,30-50,0,0.0
8495-LJDFO,50+,90+,0,0.0
0839-JTCUD,50+,70-90,0,0.0
5494-WOZRZ,50+,70-90,0,0.0
1302-UHBDD,20-30,70-90,0,0.0
2234-EOFPT,50+,70-90,0,0.0
8619-IJNDK,50+,50-70,0,0.0
8378-LKJAF,30-40,90+,0,0.0
8182-BJDSI,20-30,70-90,0,0.0
2528-HFYZX,10-20,70-90,0,0.0
1153-GNOLC,30-40,30-50,0,0.0
3298-QEICA,20-30,30-50,0,0.0
0788-DXBFY,50+,10-30,0,0.0
3597-YASZG,50+,90+,0,0.0
3496-LFSZU,0-10,70-90,1,70.5
5242-UOWHD,40-50,10-30,0,0.0
2482-CZGBB,10-20,70-90,0,0.0
6479-SZPLM,30-40,10-30,0,0.0
8097-VBQTZ,50+,50-70,0,0.0
4500-HKANN,20-30,50-70,0,0.0
9917-KWRBE,40-50,70-90,0,0.0
3420-ZDBMA,0-10,70-90,0,0.0
2212-LYASK,20-30,30-50,0,0.0
1393-IMKZG,0-10,90+,1,95.85
8069-RHUXK,50+,30-50,0,0.0
3398-GCPMU,50+,70-90,0,0.0
2908-WGAXL,50+,10-30,0,0.0
3378-AJRAO,40-50,10-30,0,0.0
1013-QCWAM,50+,90+,0,0.0
0866-QLSIR,30-40,50-70,0,0.0
6050-FFXES,50+,90+,0,0.0
7181-BQYBV,0-10,90+,0,0.0
0362-RAOQO,40-50,10-30,0,0.0
9554-DFKIC,30-40,50-70,0,0.0
5527-ACHSO,10-20,70-90,0,0.0
0829-DDVLK,10-20,10-30,0,0.0
1399-UBQIU,10-20,50-70,0,0.0
1813-JLKWR,50+,10-30,0,0.0
0336-PIKEI,50+,70-90,0,0.0
7322-OCWHC,50+,90+,0,0.0
9537-VHDTA,0-10,50-70,0,0.0
4957-TIALW,10-20,50-70,0,0.0
2054-PJOCK,50+,70-90,0,0.0
9150-HEPMB,50+,50-70,0,0.0
9030-QGZNL,0-10,10-30,0,0.0
6204-IEUXJ,0-10,70-90,0,0.0
3126-WQMGH,40-50,50-70,0,0.0
4529-CKBCL,0-10,70-90,0,0.0
2506-CLAKW,0-10,90+,0,0.0
7176-WRTNX,50+,90+,0,0.0
1583-IHQZE,10-20,90+,0,0.0
5732-IKGQH,50+,90+,0,0.0
9239-GZHZE,50+,90+,0,0.0
7205-BAIAD,40-50,10-30,0,0.0
0151-ONTOV,0-10,70-90,0,0.0
4140-MUHUG,0-10,70-90,0,0.0
0093-EXYQL,40-50,90+,0,0.0
8064-RAVOH,0-10,30-50,0,0.0
0219-QAERP,30-40,10-30,0,0.0
0320-JDNQG,20-30,90+,0,0.0
7180-PISOG,0-10,70-90,0,0.0
9168-INPSZ,40-50,90+,0,0.0
3571-RFHAR,50+,90+,0,0.0
0015-UOCOJ,0-10,30-50,0,0.0
5334-AFQJB,50+,10-30,0,0.0
2754-SDJRD,0-10,90+,0,0.0
9578-VRMNM,10-20,50-70,0,0.0
1587-FKLZB,50+,90+,0,0.0
6140-QNRQQ,0-10,70-90,0,0.0
8963-JLGJT,0-10,50-70,0,0.0
4307-KTUMW,50+,90+,0,0.0
1465-LNTLJ,0-10,50-70,0,0.0
5440-FLBQG,50+,90+,0,0.0
2135-DQWAQ,0-10,70-90,0,0.0
4056-QHXHZ,50+,90+,0,0.0
7470-MCQTK,10-20,30-50,0,0.0
7488-MXJIV,0-10,70-90,0,0.0
7401-JIXNM,50+,90+,0,0.0
9339-FIIJL,50+,70-90,0,0.0
2027-FECZV,10-20,90+,0,0.0
2672-DZUOY,0-10,10-30,0,0.0
4706-DGAHW,0-10,30-50,0,0.0
3870-MQAMG,50+,90+,0,0.0
6670-MFRPK,50+,70-90,0,0.0
6177-PEVRA,40-50,50-70,0,0.0
4800-CZMPC,40-50,90+,0,0.0
4813-HQMGZ,0-10,90+,1,90.25
7579-KKLOE,50+,90+,0,0.0
7377-DMMRI,0-10,30-50,0,0.0
8402-EIVQS,50+,90+,0,0.0
4947-DSMXK,30-40,90+,0,0.0
7245-NIIWQ,0-10,50-70,1,69.85
0002-ORFBO,0-10,50-70,0,0.0
3324-OIRTO,50+,90+,0,0.0
5414-OFQCB,50+,90+,0,0.0
4967-WPNCF,50+,50-70,0,0.0
8552-OBVRU,40-50,90+,0,0.0
8499-BRXTD,10-20,10-30,0,0.0
9154-QDGTH,40-50,90+,0,0.0
8197-BFWVU,50+,90+,0,0.0
2577-GVSIL,30-40,70-90,0,0.0
9367-OIUXP,0-10,10-30,0,0.0
6770-UAYGJ,40-50,10-30,0,0.0
6463-HHXJR,50+,90+,0,0.0
7928-VJYAB,10-20,90+,1,90.6
1187-WILMM,50+,70-90,0,0.0
9776-OJUZI,50+,90+,0,0.0
1306-RPWXZ,40-50,10-30,0,0.0
8949-JTMAY,20-30,90+,0,0.0
2774-LVQUS,10-20,70-90,0,0.0
3097-PYWXL,0-10,10-30,0,0.0
2266-SJNAT,50+,90+,0,0.0
0869-PAPRP,20-30,70-90,0,0.0
4238-JSSWH,30-40,90+,0,0.0
2972-YDYUW,50+,90+,0,0.0
1104-FEJAM,20-30,50-70,0,0.0
2809-ILCYT,20-30,10-30,0,0.0
5499-ECUTN,40-50,50-70,0,0.0
4981-FLTMF,50+,50-70,0,0.0
9121-PHQSR,10-20,70-90,0,0.0
3113-IWHLC,0-10,50-70,0,0.0
3211-ILJTT,10-20,70-90,0,0.0
4612-THJBS,50+,90+,0,0.0
4277-BWBML,50+,10-30,0,0.0
4094-NSEDU,20-30,90+,0,0.0
0234-TEVTT,40-50,30-50,0,0.0
4304-TSPVK,50+,90+,0,0.0
1552-AAGRX,30-40,90+,0,0.0
2637-FKFSY,0-10,30-50,0,0.0
9796-MVYXX,10-20,30-50,0,0.0
7874-ECPQJ,0-10,10-30,0,0.0
0020-INWCK,50+,90+,0,0.0
7089-RKVSZ,0-10,10-30,0,0.0
2683-JXWQQ,50+,30-50,0,0.0
9548-ZMVTX,50+,90+,0,0.0
8739-XNIKG,0-10,70-90,1,84.0
9755-JHNMN,40-50,50-70,0,0.0
3981-QSVQI,0-10,10-30,0,0.0
2789-HQBOU,0-10,70-90,1,80.35
9424-CMPOG,0-10,10-30,0,0.0
5067-WJEUN,50+,50-70,0,0.0
3450-WXOAT,40-50,30-50,0,0.0
9251-WNSOD,50+,70-90,0,0.0
6974-DAFLI,50+,10-30,0,0.0
2616-UUTFK,30-40,70-90,0,0.0
7064-JHXCE,50+,10-30,0,0.0
5103-MHMHY,0-10,30-50,0,0.0
7989-AWGEH,40-50,30-50,0,0.0
4373-VVHQL,0-10,30-50,0,0.0
4559-UWIHT,10-20,70-90,0,0.0
7268-IGMFD,10-20,90+,0,0.0
1846-XWOQN,0-10,70-90,0,0.0
0235-KGSLC,0-10,70-90,0,0.0
6650-BWFRT,50+,90+,0,0.0
